data name,rate,origin shape,origin range,filtered shape,filtered range,expr min,expr max,end idx
Diabetes_1_matrix.h5,0.4502,"(9058, 18012)",12219.0,"(4078, 18012)",12219.0,793,6220,41839123
non-DM1_matrix.h5,0.4262,"(5906, 17769)",5686.0,"(2517, 17769)",5686.0,788,5855,41841640
Diabetes_2_matrix.h5,0.5398,"(10425, 18341)",2802.0,"(5627, 18341)",1816.0,782,5354,41847267
Normal_2_matrix.h5,0.3183,"(5571, 17897)",4144.0,"(1773, 17897)",1876.0,793,6328,41849040
Normal_3_matrix.h5,0.6209,"(11644, 18266)",12641.0,"(7230, 18266)",12641.0,789,6014,41856270
HSB6154_matrix.h5,0.5328,"(5702, 17665)",989.0,"(3038, 17665)",346.0,772,7112,41859308
HSB6195_matrix.h5,0.5729,"(12262, 20178)",1975.0,"(7025, 20178)",369.0,344,7103,41866333
HSB8050_matrix.h5,0.6421,"(12689, 18885)",1904.0,"(8148, 18885)",494.0,331,6868,41874481
HSB5871_matrix.h5,0.6556,"(11687, 18800)",2494.0,"(7662, 18800)",294.0,357,8958,41882143
HSB8073_matrix.h5,0.5797,"(14598, 18976)",1252.0,"(8463, 18976)",411.0,367,7733,41890606
GSM7054404_Cohort_4_1_matrix.h5,0.9997,"(3797, 18573)",266.0,"(3796, 18573)",266.0,200,3074,41894402
GSM7054402_Cohort_2_2_matrix.h5,0.6086,"(4606, 20642)",6161.0,"(2803, 20642)",990.0,391,9205,41897205
GSM7054400_Cohort_1_matrix.h5,0.5669,"(10859, 17984)",2443.0,"(6156, 17984)",699.0,225,13011,41903361
GSM7054403_Cohort_3_matrix.h5,0.7605,"(9546, 18031)",6448.0,"(7260, 18031)",2122.0,319,11497,41910621
GSM7054405_Cohort_4_2_matrix.h5,1.0,"(1983, 18015)",138.0,"(1983, 18015)",138.0,200,1854,41912604
GSM7054406_Cohort_4_3_matrix.h5,0.6293,"(2204, 19589)",2779.0,"(1387, 19589)",477.0,377,7670,41913991
GSM7054407_Cohort_4_4_matrix.h5,0.9995,"(4233, 18855)",286.0,"(4231, 18855)",231.0,226,3853,41918222
GSM7054408_Cohort_4_5_matrix.h5,0.9985,"(2599, 19060)",123.0,"(2595, 19060)",123.0,200,3227,41920817
GSM7054401_Cohort_2_1_matrix.h5,0.6944,"(1829, 19576)",4378.0,"(1270, 19576)",421.0,420,7404,41922087
BC8_PBMC_TIL_GEX_matrix.h5,0.9472,"(2632, 16694)",5024.0,"(2493, 16694)",2795.0,202,6629,41924580
BC11_TIL_GEX_matrix.h5,0.987,"(2990, 15054)",7441.0,"(2951, 15054)",544.0,208,3625,41927531
BC2_PBMC_TIL_GEX_matrix.h5,0.9285,"(615, 14432)",5852.0,"(571, 14432)",5852.0,234,4675,41928102
BC3_PBMC_TIL_GEX_matrix.h5,0.9633,"(2232, 16417)",17154.0,"(2150, 16417)",13916.0,211,5644,41930252
BC13_PBMC_GEX_matrix.h5,0.9952,"(1260, 12945)",1457.0,"(1254, 12945)",1457.0,237,3767,41931506
BC15_PBMC_GEX_matrix.h5,0.9989,"(2700, 13847)",776.0,"(2697, 13847)",776.0,242,3636,41934203
BC7_PBMC_TIL_GEX_matrix.h5,0.9169,"(951, 14724)",4847.0,"(872, 14724)",3101.0,213,6266,41935075
BC4_PBMC_TIL_GEX_matrix.h5,0.9166,"(2997, 16629)",4105.0,"(2747, 16629)",2370.0,202,5351,41937822
BC10_PBMC_TIL_GEX_matrix.h5,0.9972,"(3619, 14829)",6314.0,"(3609, 14829)",6314.0,215,4665,41941431
BC1_PBMC_TIL_GEX_matrix.h5,1.0,"(517, 10096)",742.0,"(517, 10096)",742.0,200,900,41941948
BC15_TIL_GEX_matrix.h5,0.9772,"(5395, 15775)",11620.0,"(5272, 15775)",1279.0,270,4953,41947220
BC5_PBMC_TIL_GEX_matrix.h5,0.9923,"(3112, 14931)",5783.0,"(3088, 14931)",5783.0,214,5302,41950308
BC13_TIL_GEX_matrix.h5,0.9955,"(1560, 14262)",4158.0,"(1553, 14262)",840.0,200,6771,41951861
BC12_TIL_GEX_matrix.h5,0.9493,"(1855, 14838)",4015.0,"(1761, 14838)",4015.0,201,4280,41953622
BC14_TIL_GEX_matrix.h5,0.7257,"(2136, 17013)",8917.0,"(1550, 17013)",8917.0,251,5454,41955172
BC6_PBMC_TIL_GEX_matrix.h5,0.7862,"(1810, 16785)",7946.0,"(1423, 16785)",7946.0,202,6626,41956595
Donor0_matrix.h5,0.3333,"(3249, 15694)",1101.0,"(1083, 15694)",440.0,1286,6150,41957678
Donor1_matrix.h5,0.1876,"(3609, 15722)",1242.0,"(677, 15722)",594.0,1286,6729,41958355
MM465_matrix.h5,0.8426,"(343, 14633)",1196.0,"(289, 14633)",421.0,714,5842,41958644
MM464_matrix.h5,0.9195,"(435, 14949)",1594.0,"(400, 14949)",469.0,708,6685,41959044
MM433_matrix.h5,0.94,"(2000, 16842)",1228.0,"(1880, 16842)",676.0,706,6409,41960924
MM434_matrix.h5,0.8868,"(636, 15707)",1738.0,"(564, 15707)",960.0,739,6368,41961488
MM466_matrix.h5,0.898,"(98, 12164)",1255.0,"(88, 12164)",1091.0,624,4005,41961576
IgAN1_matrix.h5,0.9485,"(2214, 14969)",3462.0,"(2100, 14969)",1925.0,209,6062,41963676
IgAN4_matrix.h5,0.8813,"(5704, 17184)",6241.0,"(5027, 17184)",5770.0,236,5467,41968703
IgAN2_matrix.h5,0.7508,"(4687, 18270)",6092.0,"(3519, 18270)",4549.0,243,7233,41972222
N5_matrix.h5,0.8966,"(6052, 17308)",7752.0,"(5426, 17308)",7752.0,226,5441,41977648
IgAN3_matrix.h5,0.9603,"(630, 12124)",3159.0,"(605, 12124)",3159.0,213,4567,41978253
cytokines_48h_matrix.h5,0.0647,"(7667, 16527)",6538.0,"(496, 16527)",835.0,363,5943,41978749
cytokines_24h_matrix.h5,0.0455,"(7229, 16570)",3878.0,"(329, 16570)",799.0,325,6162,41979078
cytokine_ponesimod_24h_matrix.h5,0.1372,"(9937, 16294)",2440.0,"(1363, 16294)",809.0,362,4986,41980441
no_treatment_matrix.h5,0.0968,"(9856, 16990)",2424.0,"(954, 16990)",875.0,266,6007,41981395
ponesimod_48h_matrix.h5,0.1425,"(10993, 16739)",2328.0,"(1566, 16739)",906.0,330,5316,41982961
cytokine_ponesimod_48h_matrix.h5,0.1006,"(7790, 16328)",6535.0,"(784, 16328)",2233.0,305,5693,41983745
OAT_253_matrix.h5,0.9537,"(33765, 19748)",1485.0,"(32203, 19748)",874.0,371,8574,42015948
OAT_12_matrix.h5,0.9128,"(13560, 19303)",5751.0,"(12377, 19303)",3082.0,217,11080,42028325
SAT_11_matrix.h5,0.7457,"(2324, 16500)",8097.0,"(1733, 16500)",2762.0,278,7487,42030058
SAT_254_matrix.h5,0.839,"(14423, 19163)",15165.0,"(12101, 19163)",2506.0,288,8776,42042159
OAT_13_matrix.h5,0.875,"(10319, 19093)",29160.0,"(9029, 19093)",3220.0,258,13490,42051188
SAT_02_matrix.h5,0.6128,"(6441, 18894)",29006.0,"(3947, 18894)",1136.0,302,12203,42055135
OAT_266_matrix.h5,0.8669,"(6905, 18382)",4403.0,"(5986, 18382)",2522.0,327,9557,42061121
SAT_13_matrix.h5,0.7806,"(8176, 18772)",8338.0,"(6382, 18772)",3820.0,205,9783,42067503
SAT_256_matrix.h5,0.717,"(6266, 18870)",16113.0,"(4493, 18870)",2496.0,249,9702,42071996
SAT_09_matrix.h5,0.4712,"(520, 16251)",15451.0,"(245, 16251)",820.0,235,9129,42072241
OAT_255_matrix.h5,0.794,"(8038, 18960)",7502.0,"(6382, 18960)",4117.0,231,9616,42078623
OAT_254_matrix.h5,0.8636,"(15955, 19661)",8555.0,"(13779, 19661)",6990.0,204,12368,42092402
SAT_10_matrix.h5,0.8039,"(811, 14514)",11064.0,"(652, 14514)",3184.0,255,7372,42093054
SAT_01_matrix.h5,0.5251,"(5715, 18973)",20710.0,"(3001, 18973)",1299.0,336,10489,42096055
OAT_256_matrix.h5,0.8909,"(7999, 18902)",3571.0,"(7126, 18902)",2520.0,206,8376,42103181
OAT_09_matrix.h5,0.6243,"(6800, 19281)",15762.0,"(4245, 19281)",3470.0,290,11035,42107426
SAT_255_matrix.h5,0.745,"(5702, 18668)",15750.0,"(4248, 18668)",2422.0,286,8910,42111674
OAT_01_matrix.h5,0.5988,"(15463, 19453)",6053.0,"(9259, 19453)",1191.0,334,9466,42120933
SAT_266_matrix.h5,0.6964,"(7028, 18878)",28560.0,"(4894, 18878)",2409.0,282,10936,42125827
OAT_10_matrix.h5,0.698,"(9279, 19350)",26791.0,"(6477, 19350)",1935.0,244,13962,42132304
SAT_12_matrix.h5,0.6315,"(5669, 18856)",11636.0,"(3580, 18856)",5951.0,306,8973,42135884
SAT_04_matrix.h5,0.7637,"(2497, 17547)",5894.0,"(1907, 17547)",816.0,327,8105,42137791
SAT_253_matrix.h5,0.6779,"(1400, 17191)",6098.0,"(949, 17191)",637.0,311,7421,42138740
MDAMB231Br_Mouse_Model_matrix.h5,0.0823,"(3002, 16229)",2955.0,"(247, 16229)",1206.0,515,6720,42138987
T90_matrix.h5,0.8775,"(4823, 18633)",13834.0,"(4232, 18633)",13834.0,200,8156,42143219
T59_matrix.h5,0.8184,"(16276, 19541)",12607.0,"(13320, 19541)",12607.0,207,8034,42156539
T76_matrix.h5,0.9084,"(16678, 19246)",12531.0,"(15151, 19246)",11794.0,213,8034,42171690
T89_matrix.h5,0.889,"(5729, 18527)",14725.0,"(5093, 18527)",14725.0,200,9815,42176783
T77_matrix.h5,0.7372,"(8136, 18979)",19726.0,"(5998, 18979)",11165.0,220,7812,42182781
hiPSC_matrix.h5,0.8202,"(7258, 15898)",444.0,"(5953, 15898)",296.0,1042,4081,42188734
D14_matrix.h5,0.0479,"(2130, 16613)",3491.0,"(102, 16613)",745.0,1917,6810,42188836
D28_matrix.h5,0.2681,"(1242, 16056)",3767.0,"(333, 16056)",1012.0,1369,6726,42189169
D42_matrix.h5,0.5622,"(1311, 14953)",2890.0,"(737, 14953)",2890.0,918,5690,42189906
D1_matrix.h5,0.1627,"(2188, 16447)",2755.0,"(356, 16447)",1463.0,1524,6711,42190262
Scl_matrix.h5,0.2611,"(1827, 15068)",1397.0,"(477, 15068)",483.0,1474,5614,42190739
D7_matrix.h5,0.0104,"(1159, 16108)",2427.0,"(12, 16108)",779.0,2263,6786,42190751
Cp_matrix.h5,0.0964,"(1920, 16022)",2167.0,"(185, 16022)",638.0,1859,6760,42190936
GW27_matrix.h5,0.869,"(2465, 14943)",3680.0,"(2142, 14943)",3680.0,788,4165,42193078
GW18_matrix.h5,0.9718,"(3967, 14219)",1060.0,"(3855, 14219)",1060.0,781,3191,42196933
GW22_02_matrix.h5,0.9062,"(5115, 15144)",3071.0,"(4635, 15144)",3071.0,790,4259,42201568
GW22_01_matrix.h5,0.9019,"(4973, 15129)",1017.0,"(4485, 15129)",869.0,797,4023,42206053
GW20_01_matrix.h5,0.9715,"(2847, 14360)",2843.0,"(2766, 14360)",2843.0,828,3021,42208819
GW25_matrix.h5,0.973,"(1667, 13954)",4209.0,"(1622, 13954)",4209.0,802,3755,42210441
GW16_matrix.h5,0.6898,"(4400, 15353)",3563.0,"(3035, 15353)",3537.0,856,4800,42213476
GW20_02_matrix.h5,0.9847,"(4894, 14950)",1147.0,"(4819, 14950)",1139.0,776,2870,42218295
tils32_matrix.h5,1.0,"(858, 11106)",922.0,"(858, 11106)",922.0,506,2368,42219153
tils20_matrix.h5,1.0,"(4093, 12216)",971.0,"(4093, 12216)",971.0,364,2379,42223246
Post_P022_b_matrix.h5,0.9359,"(5488, 14849)",12435.0,"(5136, 14849)",11687.0,401,5344,42228382
Post_P013_b_matrix.h5,0.9778,"(6250, 14530)",7418.0,"(6111, 14530)",7418.0,399,4464,42234493
Pre_P010_b_matrix.h5,0.9988,"(5775, 13958)",1573.0,"(5768, 13958)",1573.0,397,2960,42240261
Prog_P007_b_matrix.h5,0.9554,"(13329, 15399)",12200.0,"(12735, 15399)",11938.0,395,5458,42252996
Post_P005_t_matrix.h5,0.922,"(3743, 15170)",17623.0,"(3451, 15170)",17623.0,399,6019,42256447
Post_P007_b_matrix.h5,0.9795,"(4056, 14239)",7226.0,"(3973, 14239)",3572.0,398,4721,42260420
Pre_P019_b_matrix.h5,0.9703,"(3802, 14118)",8513.0,"(3689, 14118)",6263.0,399,5070,42264109
Pre_P017_b_matrix.h5,0.9845,"(4058, 13815)",5856.0,"(3995, 13815)",5338.0,393,5309,42268104
Post_P016_b_matrix.h5,0.9905,"(6408, 14563)",7448.0,"(6347, 14563)",6187.0,395,4728,42274451
Pre_P028_b_matrix.h5,0.9148,"(5034, 13934)",9552.0,"(4605, 13934)",2129.0,398,6193,42279056
Post_P019_b_matrix.h5,0.8564,"(12452, 15671)",9872.0,"(10664, 15671)",9872.0,404,5681,42289720
Pre_P004_b_matrix.h5,1.0,"(7609, 13981)",398.0,"(7609, 13981)",398.0,391,1990,42297329
Pre_P001_b_matrix.h5,0.9253,"(3991, 14350)",5591.0,"(3693, 14350)",530.0,402,5202,42301022
Post_P001_b_matrix.h5,0.9915,"(5891, 14321)",13552.0,"(5841, 14321)",13552.0,396,4271,42306863
Pre_P017_t_matrix.h5,0.9889,"(2428, 14098)",8609.0,"(2401, 14098)",7856.0,397,4677,42309264
Pre_P007_b_matrix.h5,0.9988,"(5785, 14196)",3971.0,"(5778, 14196)",3971.0,397,3226,42315042
Post_P016_t_matrix.h5,1.0,"(147, 9156)",92.0,"(147, 9156)",92.0,399,769,42315189
Post_P012_t_matrix.h5,0.985,"(6888, 14605)",13846.0,"(6785, 14605)",13846.0,399,5908,42321974
Post_P020_b_matrix.h5,0.8134,"(3912, 14897)",11618.0,"(3182, 14897)",3187.0,404,5299,42325156
Pre_P025_t_matrix.h5,0.929,"(6433, 15720)",25984.0,"(5976, 15720)",25984.0,392,7370,42331132
Pre_P013_t_matrix.h5,1.0,"(2398, 13772)",1015.0,"(2398, 13772)",1015.0,393,2296,42333530
Post_P005_b_matrix.h5,0.9994,"(5316, 13951)",695.0,"(5313, 13951)",695.0,396,2936,42338843
Prog_P007_t_matrix.h5,0.5112,"(2238, 15466)",18538.0,"(1144, 15466)",18538.0,400,6967,42339987
Pre_P020_b_matrix.h5,0.791,"(9605, 15072)",12195.0,"(7598, 15072)",10592.0,400,6544,42347585
Pre_P004_t_matrix.h5,0.7728,"(3887, 14906)",20662.0,"(3004, 14906)",20662.0,397,5502,42350589
Post_P010_b_matrix.h5,0.9998,"(4649, 13173)",2778.0,"(4648, 13173)",2778.0,393,2947,42355237
Pre_P024_b_matrix.h5,0.9105,"(6759, 14747)",11266.0,"(6154, 14747)",3395.0,397,5138,42361391
Pre_P012_t_matrix.h5,0.9832,"(7682, 14740)",20430.0,"(7553, 14740)",20430.0,395,4731,42368944
Post_P011_b_matrix.h5,0.9719,"(5518, 14514)",10482.0,"(5363, 14514)",5441.0,394,5952,42374307
Pre_P012_b_matrix.h5,0.9692,"(1884, 13326)",3639.0,"(1826, 13326)",3639.0,397,3368,42376133
Post_P017_b_matrix.h5,0.882,"(7142, 14726)",12319.0,"(6299, 14726)",11352.0,396,6276,42382432
Prog_P002_b_matrix.h5,0.9832,"(7023, 14533)",12898.0,"(6905, 14533)",10610.0,398,4642,42389337
Pre_P016_b_matrix.h5,0.9931,"(6646, 14536)",6885.0,"(6600, 14536)",6885.0,397,3921,42395937
Post_P023_t_matrix.h5,0.9567,"(6813, 15896)",8212.0,"(6518, 15896)",8212.0,393,6808,42402455
Pre_P016_t_matrix.h5,0.7929,"(3862, 15407)",22111.0,"(3062, 15407)",22111.0,398,5258,42405517
Post_P020_t_matrix.h5,0.9894,"(377, 12261)",12068.0,"(373, 12261)",12068.0,394,2722,42405890
Pre_P019_t_matrix.h5,0.9578,"(27656, 16327)",18907.0,"(26489, 16327)",18907.0,394,6806,42432379
Prog_P016_b_matrix.h5,0.9999,"(8186, 13756)",4246.0,"(8185, 13756)",4246.0,393,2668,42440564
Post_P004_b_matrix.h5,0.9963,"(8649, 14592)",9635.0,"(8617, 14592)",9635.0,397,4353,42449181
Post_P019_t_matrix.h5,0.8329,"(9494, 15985)",21788.0,"(7908, 15985)",21788.0,395,7726,42457089
Post_P012_b_matrix.h5,0.9993,"(4463, 13216)",3510.0,"(4460, 13216)",3510.0,393,3454,42461549
Prog_P008_b_matrix.h5,0.9007,"(10000, 14895)",17504.0,"(9007, 14895)",16974.0,398,6227,42470556
Pre_P014_b_matrix.h5,0.9968,"(5616, 13911)",8097.0,"(5598, 13911)",8097.0,396,5583,42476154
Post_P013_t_matrix.h5,0.8994,"(9975, 16436)",20998.0,"(8972, 16436)",20998.0,399,5351,42485126
Pre_P007_t_matrix.h5,0.9986,"(4999, 13658)",6459.0,"(4992, 13658)",6459.0,397,4040,42490118
Post_P014_b_matrix.h5,0.9933,"(7307, 14016)",11021.0,"(7258, 14016)",11021.0,398,4588,42497376
Post_P023_b_matrix.h5,0.9397,"(9742, 15338)",13540.0,"(9155, 15338)",12190.0,399,6606,42506531
Post_P024_b_matrix.h5,0.953,"(9246, 14838)",7165.0,"(8811, 14838)",1710.0,395,5162,42515342
Pre_P013_b_matrix.h5,0.969,"(7189, 14919)",12104.0,"(6966, 14919)",10440.0,395,4394,42522308
Pre_P005_b_matrix.h5,0.9467,"(6043, 14737)",5016.0,"(5721, 14737)",444.0,401,6506,42528029
Post_P022_t_matrix.h5,0.9607,"(2925, 15640)",23921.0,"(2810, 15640)",23921.0,399,4472,42530839
Pre_P005_t_matrix.h5,0.9621,"(4432, 15107)",12882.0,"(4264, 15107)",12882.0,401,5047,42535103
Post_P018_t_matrix.h5,0.9475,"(5847, 15476)",23448.0,"(5540, 15476)",23288.0,395,6030,42540643
Pre_P022_t_matrix.h5,0.9354,"(7689, 15811)",34846.0,"(7192, 15811)",26867.0,395,5342,42547835
Pre_P025_b_matrix.h5,0.9382,"(8828, 15122)",10870.0,"(8282, 15122)",9089.0,404,5804,42556117
Post_P003_t_matrix.h5,0.9786,"(4349, 13183)",4006.0,"(4256, 13183)",4006.0,396,4170,42560373
Pre_P023_t_matrix.h5,0.9369,"(3310, 15545)",25600.0,"(3101, 15545)",25600.0,398,5547,42563474
Post_P025_t_matrix.h5,0.9581,"(8072, 15485)",38866.0,"(7734, 15485)",26830.0,391,5207,42571208
Prog_P010_b_matrix.h5,0.9028,"(12567, 14926)",14364.0,"(11346, 14926)",9714.0,397,6278,42582554
Post_P018_b_matrix.h5,0.8573,"(6187, 14791)",12020.0,"(5304, 14791)",9140.0,398,5745,42587858
Pre_P002_b_matrix.h5,0.9612,"(6134, 14657)",8749.0,"(5896, 14657)",8043.0,412,4471,42593754
Pre_P022_b_matrix.h5,0.8973,"(6026, 14713)",9764.0,"(5407, 14713)",4164.0,397,5902,42599161
Pre_P010_t_matrix.h5,1.0,"(8, 2154)",257.0,"(8, 2154)",257.0,402,554,42599169
Prog_P013_b_matrix.h5,0.9505,"(9781, 15010)",13600.0,"(9297, 15010)",13600.0,399,6009,42608466
Pre_P002_t_matrix.h5,0.8908,"(5483, 15608)",38047.0,"(4884, 15608)",38047.0,398,7264,42613350
Prog_P004_b_matrix.h5,0.9985,"(5941, 14026)",8866.0,"(5932, 14026)",8866.0,393,3559,42619282
Pre_P008_b_matrix.h5,0.9983,"(5841, 13932)",6282.0,"(5831, 13932)",6282.0,400,3627,42625113
Post_P008_b_matrix.h5,0.9991,"(3506, 13231)",6672.0,"(3503, 13231)",6672.0,388,2653,42628616
Pre_P011_b_matrix.h5,0.7543,"(5685, 14838)",10379.0,"(4288, 14838)",9724.0,401,5324,42632904
Pre_P023_b_matrix.h5,0.8937,"(10550, 15612)",14147.0,"(9429, 15612)",7021.0,405,7182,42642333
Post_P025_b_matrix.h5,0.9558,"(9935, 14860)",11307.0,"(9496, 14860)",11307.0,401,5814,42651829
Pre_P020_t_matrix.h5,0.9226,"(6863, 15370)",29283.0,"(6332, 15370)",28257.0,399,5773,42658161
Post_P017_t_matrix.h5,0.9918,"(1578, 13588)",5976.0,"(1565, 13588)",5976.0,393,3375,42659726
Post_P002_b_matrix.h5,0.9969,"(5886, 14158)",5762.0,"(5868, 14158)",5762.0,394,3758,42665594
Post_P002_t_matrix.h5,0.9346,"(5426, 15616)",34023.0,"(5071, 15616)",22253.0,397,6511,42670665
Pre_P018_t_matrix.h5,0.9813,"(2089, 14357)",9087.0,"(2050, 14357)",9087.0,394,3689,42672715
Prog_P013_t_matrix.h5,0.7366,"(10153, 16738)",17584.0,"(7479, 16738)",17584.0,398,6794,42680194
Pre_P018_b_matrix.h5,1.0,"(556, 11364)",781.0,"(556, 11364)",781.0,391,1090,42680750
Sample_1_matrix.h5,0.0418,"(7459, 15125)",1884.2063,"(312, 15125)",1388.240478515625,1282,6994,42681062
Fatal2_matrix.h5,0.8565,"(2363, 15074)",10426.0,"(2024, 15074)",10426.0,344,6641,42683086
Fatal1_matrix.h5,0.9442,"(1793, 13773)",3788.0,"(1693, 13773)",3788.0,253,4622,42684779
Recovery2_matrix.h5,0.9404,"(2515, 15118)",6325.0,"(2365, 15118)",6325.0,518,4898,42687144
Control2_matrix.h5,0.9971,"(2731, 14376)",593.0,"(2723, 14376)",593.0,258,2622,42689867
Fatal3_matrix.h5,0.8905,"(1269, 14781)",11653.0,"(1130, 14781)",11653.0,219,6703,42690997
Control3_matrix.h5,0.9991,"(4404, 14873)",4181.0,"(4400, 14873)",4181.0,202,2996,42695397
Infection3_matrix.h5,0.9319,"(2231, 14678)",8696.0,"(2079, 14678)",8696.0,473,5073,42697476
Infection1_matrix.h5,0.9904,"(2919, 14153)",4910.0,"(2891, 14153)",4910.0,277,3538,42700367
Recovery1_matrix.h5,0.9925,"(2520, 14215)",6887.0,"(2501, 14215)",6887.0,354,4104,42702868
Control1_matrix.h5,0.9984,"(3859, 14581)",2249.0,"(3853, 14581)",2249.0,262,3336,42706721
M3_matrix.h5,0.221,"(4420, 16402)",2043.0,"(977, 16402)",1481.0,902,4955,42707698
M2_matrix.h5,0.3224,"(6045, 16269)",3256.0,"(1949, 16269)",1735.0,842,4950,42709647
C5_matrix.h5,0.3247,"(5211, 16329)",3025.0,"(1692, 16329)",1706.0,1377,4948,42711339
C1_matrix.h5,0.1546,"(5026, 16338)",2255.0,"(777, 16338)",2059.0,1383,4902,42712116
C3_matrix.h5,0.2102,"(4862, 15999)",5116.0,"(1022, 15999)",3693.0,1472,4931,42713138
C4_matrix.h5,0.4116,"(5102, 16017)",3531.0,"(2100, 16017)",2188.0,1160,4344,42715238
C2_matrix.h5,0.1908,"(5094, 16466)",4784.0,"(972, 16466)",2573.0,1473,4932,42716210
C6_matrix.h5,0.1704,"(3592, 16265)",2342.0,"(612, 16265)",1213.0,1497,4681,42716822
M1_matrix.h5,0.3214,"(5411, 16081)",5420.0,"(1739, 16081)",2491.0,789,4948,42718561
C5_matrix.h5,0.841,"(434, 15040)",277846.0,"(365, 15040)",277846.0,251,3937,42718926
P9_matrix.h5,0.2619,"(42, 11076)",180310.0,"(11, 11076)",75503.0,622,4323,42718937
P13_matrix.h5,0.5483,"(290, 15429)",248064.0,"(159, 15429)",248064.0,202,4062,42719096
P5_matrix.h5,0.9487,"(156, 10178)",231650.0,"(148, 10178)",231650.0,267,3799,42719244
C7_matrix.h5,0.6429,"(462, 14481)",381811.0,"(297, 14481)",381811.0,793,3610,42719541
P15_matrix.h5,0.7227,"(339, 16274)",215638.0,"(245, 16274)",215638.0,210,4359,42719786
P17_matrix.h5,0.8599,"(421, 18622)",187982.0,"(362, 18622)",187982.0,317,3811,42720148
P18_matrix.h5,0.7124,"(372, 15912)",433270.0,"(265, 15912)",433270.0,382,4614,42720413
P16_matrix.h5,0.8507,"(375, 15427)",367561.0,"(319, 15427)",367561.0,200,3250,42720732
C14_matrix.h5,1.0,"(82, 7581)",120809.0,"(82, 7581)",120809.0,320,2383,42720814
P10_matrix.h5,0.9322,"(59, 7753)",233229.0,"(55, 7753)",191544.0,204,2664,42720869
C4_matrix.h5,0.6016,"(374, 14994)",385407.0,"(225, 14994)",272598.0,205,4000,42721094
P11_matrix.h5,0.2885,"(104, 12859)",200142.0,"(30, 12859)",111369.0,631,4671,42721124
P19_matrix.h5,0.9169,"(325, 18216)",326626.0,"(298, 18216)",326626.0,205,4284,42721422
C13_matrix.h5,0.9222,"(167, 10009)",159253.0,"(154, 10009)",159253.0,373,3192,42721576
C6_matrix.h5,0.8274,"(481, 17434)",305397.0,"(398, 17434)",208009.0,200,3931,42721974
P14_matrix.h5,0.8261,"(552, 17434)",353126.0,"(456, 17434)",353126.0,204,4403,42722430
P08_Tumor_matrix.h5,0.9182,"(10261, 13619)",15806.0,"(9422, 13619)",15806.0,505,4911,42731852
P05_PBMC_matrix.h5,0.9417,"(9871, 13405)",11742.0,"(9296, 13405)",3022.0,495,4669,42741148
P07_Tumor_matrix.h5,0.9396,"(9753, 14722)",17056.0,"(9164, 14722)",17056.0,497,4887,42750312
P11_PBMC_matrix.h5,0.9703,"(9526, 13433)",14155.0,"(9243, 13433)",14155.0,495,4665,42759555
P11_Tumor_matrix.h5,0.9482,"(5912, 14176)",12131.0,"(5606, 14176)",12131.0,496,4845,42765161
P02_PBMC_matrix.h5,0.876,"(10759, 13877)",10620.0,"(9425, 13877)",518.0,499,4892,42774586
P13_Tumor_matrix.h5,0.8722,"(6306, 15775)",15517.0,"(5500, 15775)",15517.0,492,4888,42780086
P07_PBMC_matrix.h5,0.9532,"(9811, 13488)",8492.0,"(9352, 13488)",2582.0,509,4066,42789438
P15_PBMC_matrix.h5,0.9554,"(8224, 13445)",13688.0,"(7857, 13445)",11226.0,504,4768,42797295
P06_PBMC_matrix.h5,0.9857,"(8398, 13240)",10792.0,"(8278, 13240)",10792.0,500,4441,42805573
P02_Tumor_matrix.h5,0.8064,"(9468, 15695)",18735.0,"(7635, 15695)",18735.0,493,4931,42813208
P15_Tumor_matrix.h5,0.8649,"(7433, 15238)",13985.0,"(6429, 15238)",8205.0,501,4940,42819637
P10_PBMC_matrix.h5,0.9901,"(9288, 13199)",11712.0,"(9196, 13199)",11712.0,493,4900,42828833
P10_Tumor_matrix.h5,0.9616,"(8332, 14493)",17032.0,"(8012, 14493)",17032.0,491,4878,42836845
P08_PBMC_matrix.h5,0.9525,"(9540, 13457)",15128.0,"(9087, 13457)",12576.0,496,4792,42845932
P13_PBMC_matrix.h5,0.9854,"(9593, 13189)",8881.0,"(9453, 13189)",8881.0,494,4681,42855385
P06_Tumor_matrix.h5,0.9836,"(9718, 13660)",17837.0,"(9559, 13660)",17837.0,498,4928,42864944
P05_Tumor_matrix.h5,0.9175,"(7528, 14988)",17342.0,"(6907, 14988)",17322.0,496,4878,42871851
P16_PBMC_matrix.h5,0.9201,"(8800, 13484)",13149.0,"(8097, 13484)",8927.0,509,4928,42879948
P16_Tumor_matrix.h5,0.7944,"(7049, 15707)",10348.0,"(5600, 15707)",7731.0,491,4924,42885548
H1CD90S1_matrix.h5,0.8366,"(5398, 16538)",2903.0,"(4516, 16538)",1030.0,584,6809,42890064
H5FoveaS1_matrix.h5,0.7428,"(6532, 16559)",1936.0,"(4852, 16559)",749.0,618,6829,42894916
H3CD90S2_matrix.h5,0.7513,"(4283, 16149)",1544.0,"(3218, 16149)",1251.0,587,6022,42898134
H3CD73dpS1_matrix.h5,0.908,"(3696, 15869)",1490.0,"(3356, 15869)",1479.0,578,3468,42901490
H4FoveaS1_matrix.h5,0.8954,"(3823, 15678)",1872.0,"(3423, 15678)",834.0,591,6189,42904913
H3FoveaS1_matrix.h5,0.9461,"(2542, 14765)",1863.0,"(2405, 14765)",1720.0,585,4762,42907318
